DateTime,Name,Country,Volatility,Actual,Previous,Consensus
11/14/2017 08:00:00,HICP (YoY),Spain,1,1.700,1.700,1.700
11/14/2017 08:00:00,Consumer Price Index (MoM),Spain,1,0.900,0.200,0.900
11/14/2017 08:00:00,HICP (MoM),Spain,1,0.600,0.600,0.600
11/14/2017 08:00:00,Consumer Price Index (YoY),Spain,1,1.600,1.800,1.600
11/14/2017 08:05:00,Fed's Evans Speech,United States,2,,,
11/14/2017 08:15:00,Producer and Import Prices (MoM),Switzerland,1,0.500,0.500,0.200
11/14/2017 08:15:00,Producer and Import Prices (YoY),Switzerland,1,1.200,0.800,
11/14/2017 09:00:00,Gross Domestic Product (YoY),Italy,2,1.800,1.500,1.700
11/14/2017 09:00:00,Gross Domestic Product (QoQ),Italy,2,0.500,0.400,0.400
11/14/2017 09:00:00,ECB's Lautenschläger Speech,European Monetary Union,2,,,
11/14/2017 09:30:00,Retail Price Index (YoY),United Kingdom,1,4.000,3.900,4.100
11/14/2017 09:30:00,Retail Price Index (MoM),United Kingdom,1,0.100,0.100,0.200
11/14/2017 09:30:00,DCLG House Price Index (YoY),United Kingdom,1,5.400,5.000,5.200
11/14/2017 09:30:00,"PPI Core Output (YoY) n.s.a ",United Kingdom,2,2.100,2.500,2.200
11/14/2017 09:30:00,Producer Price Index - Output (MoM) n.s.a,United Kingdom,2,0.200,0.200,0.300
11/14/2017 09:30:00,Producer Price Index - Output (YoY) n.s.a,United Kingdom,2,2.800,3.300,2.900
11/14/2017 09:30:00,PPI Core Output (MoM) n.s.a,United Kingdom,2,0.100,0.000,0.200
11/14/2017 09:30:00,Producer Price Index - Input (YoY) n.s.a,United Kingdom,2,4.600,8.400,4.800
11/14/2017 09:30:00,Producer Price Index - Input (MoM) n.s.a,United Kingdom,2,1.000,0.400,1.100
11/14/2017 09:30:00,Consumer Price Index (MoM),United Kingdom,2,0.100,0.300,0.200
11/14/2017 09:30:00,Core Consumer Price Index (YoY),United Kingdom,2,2.700,2.700,2.800
11/14/2017 09:30:00,Consumer Price Index (YoY),United Kingdom,3,3.000,3.000,3.100
11/14/2017 10:00:00,Gross Domestic Product s.a. (QoQ),European Monetary Union,3,0.600,0.600,0.600
11/14/2017 10:00:00,Gross Domestic Product s.a. (YoY),European Monetary Union,3,2.500,2.500,2.500
11/14/2017 10:00:00,ECB President Draghi's Speech,European Monetary Union,3,,,
11/14/2017 10:00:00,BOE's Governor Carney speech,United Kingdom,3,,,
11/14/2017 10:00:00,Industrial Production w.d.a. (YoY),European Monetary Union,2,3.300,3.800,3.200
11/14/2017 10:00:00,Industrial Production s.a. (MoM),European Monetary Union,2,-0.600,1.400,-0.600
11/14/2017 10:00:00,ZEW Survey - Economic Sentiment,European Monetary Union,1,30.900,26.700,29.300
11/14/2017 10:00:00,ZEW Survey - Current Situation,Germany,2,88.800,87.000,88.000
11/14/2017 10:00:00,ZEW Survey - Economic Sentiment,Germany,2,18.700,17.600,20.000
11/14/2017 10:00:00,Bank of Japan Governor Kuroda Speech,Japan,3,,,
11/14/2017 10:00:00,Fed's Yellen Speech,United States,3,,,
11/14/2017 10:05:11,Consumer Price Index (EU Norm) (MoM),Italy,1,0.000,0.000,0.000
11/14/2017 10:05:27,Consumer Price Index (YoY),Italy,1,1.000,1.000,1.000
11/14/2017 10:05:37,Consumer Price Index (EU Norm) (YoY),Italy,1,1.100,1.100,1.100
11/14/2017 10:05:46,Consumer Price Index (MoM),Italy,1,-0.200,-0.200,-0.200
11/14/2017 11:00:00,NFIB Business Optimism Index,United States,1,103.800,103.000,104.200
11/14/2017 11:03:14,12-Month Letras Auction,Spain,1,-0.390,-0.319,
11/14/2017 11:04:07,6-Month Letras Auction,Spain,1,-0.415,-0.378,
11/14/2017 13:15:00,Fed's Bullard speech,United States,2,,,
11/14/2017 13:30:00,Producer Price Index ex Food & Energy (MoM),United States,1,0.400,0.400,0.200
11/14/2017 13:30:00,Producer Price Index ex Food & Energy (YoY),United States,1,2.400,2.200,2.300
11/14/2017 13:30:00,Producer Price Index (YoY),United States,1,2.800,2.600,2.400
11/14/2017 13:30:00,Producer Price Index (MoM),United States,1,0.400,0.400,0.100
11/14/2017 13:30:00,ECB Cœuré Speech,European Monetary Union,2,,,
11/14/2017 13:55:00,Redbook index (YoY),United States,1,2.300,2.600,
11/14/2017 13:55:00,Redbook index (MoM),United States,1,-1.200,-1.000,
11/14/2017 16:30:00,4-Week Bill Auction,United States,1,1.045,1.035,
11/14/2017 17:30:00,MPC Member Cunliffe Speech,United Kingdom,2,,,
11/14/2017 21:30:00,API Weekly Crude Oil Stock,United States,1,6.513,-1.562,
11/14/2017 23:30:00,Westpac Consumer Confidence,Australia,2,-1.700,3.600,
11/14/2017 23:50:00,Gross Domestic Product (QoQ),Japan,1,0.300,0.600,0.300
11/14/2017 23:50:00,Gross Domestic Product Deflator (YoY),Japan,1,0.100,-0.400,0.100
11/14/2017 23:50:00,Gross Domestic Product Annualized,Japan,1,1.400,2.500,1.300
11/15/2017 00:30:00,Wage Price Index (YoY),Australia,1,2.000,1.900,2.200
11/15/2017 00:30:00,Wage Price Index (QoQ),Australia,1,0.500,0.500,0.700
11/15/2017 02:00:00,FDI - Foreign Direct Investment (YTD) (YoY),China,2,1.900,1.600,
11/15/2017 04:30:00,Industrial Production (YoY),Japan,1,2.600,2.500,
11/15/2017 04:30:00,Industrial Production (MoM),Japan,1,-1.000,-1.100,-1.100
11/15/2017 04:30:00,Capacity Utilization,Japan,1,-1.500,3.300,
11/15/2017 07:45:00,Consumer Price Index (EU norm) (MoM),France,1,0.100,-0.200,0.100
11/15/2017 07:45:00,Inflation ex-tobacco (MoM),France,1,0.100,-0.200,-0.200
11/15/2017 07:45:00,Consumer Price Index (EU norm) (YoY),France,2,1.200,1.200,1.200
11/15/2017 08:00:00,Fed's Evans Speech,United States,1,,,
11/15/2017 09:30:00,Claimant Count Rate,United Kingdom,1,2.300,2.300,
11/15/2017 09:30:00,Claimant Count Change,United Kingdom,2,1.100,1.700,2.300
11/15/2017 09:30:00,Average Earnings including Bonus (3Mo/Yr),United Kingdom,3,2.200,2.200,2.100
11/15/2017 09:30:00,Average Earnings excluding Bonus (3Mo/Yr),United Kingdom,3,2.200,2.100,2.200
11/15/2017 09:30:00,ILO Unemployment Rate (3M),United Kingdom,2,4.300,4.300,4.300
11/15/2017 10:00:00,Trade Balance n.s.a.,European Monetary Union,2,26.400,16.100,
11/15/2017 10:00:00,Trade Balance s.a.,European Monetary Union,2,25.000,21.600,21.200
11/15/2017 10:00:00,ECB's Praet Speech,European Monetary Union,2,,,
11/15/2017 10:00:00,MPC Member Haldane Speech,United Kingdom,2,,,
11/15/2017 10:58:09,10-y Bond Auction,Germany,2,0.360,0.480,
11/15/2017 12:00:00,MBA Mortgage Applications,United States,1,3.100,0.000,
11/15/2017 13:00:00,MPC Member Broadbent Speech,United Kingdom,2,,,
11/15/2017 13:30:00,NY Empire State Manufacturing Index,United States,1,19.400,30.200,26.000
11/15/2017 13:30:00,Retail Sales ex Autos (MoM),United States,2,0.100,1.000,0.200
11/15/2017 13:30:00,Retail Sales control group,United States,2,0.300,0.400,0.400
11/15/2017 13:30:00,Retail Sales (MoM),United States,3,0.200,1.600,0.000
11/15/2017 13:30:00,Consumer Price Index Core s.a,United States,1,253.428,252.860,
11/15/2017 13:30:00,Consumer Price Index Ex Food & Energy (MoM),United States,2,0.200,0.100,0.200
11/15/2017 13:30:00,Consumer Price Index Ex Food & Energy (YoY),United States,3,1.800,1.700,1.700
11/15/2017 13:30:00,Consumer Price Index (YoY),United States,3,2.000,2.200,2.000
11/15/2017 13:30:00,Consumer Price Index n.s.a (MoM),United States,2,246.663,246.819,246.658
11/15/2017 13:30:00,Consumer Price Index (MoM),United States,2,0.100,0.500,0.100
11/15/2017 15:00:00,Business Inventories,United States,1,0.000,0.700,0.000
11/15/2017 15:30:00,EIA Crude Oil Stocks change,United States,2,1.854,2.237,-2.200
11/15/2017 21:00:00,Net Long-Term TIC Flows,United States,1,80.900,67.200,34.600
11/15/2017 21:00:00,Total Net TIC Flows,United States,1,-51.300,125.000,
11/15/2017 23:45:00,BoC Wilkins Speech,Canada,2,,,
11/15/2017 23:50:00,Foreign investment in Japan stocks,Japan,2,182.400,-12.400,
11/15/2017 23:50:00,Foreign bond investment,Japan,2,-105.000,-729.700,
11/16/2017 00:00:00,Consumer Inflation Expectation,Australia,2,3.700,4.300,
11/16/2017 00:30:00,Employment Change s.a.,Australia,3,3.700,19.800,17.500
11/16/2017 00:30:00,Fulltime employment,Australia,1,24.300,6.100,
11/16/2017 00:30:00,Part-time employment,Australia,1,-20.700,13.700,
11/16/2017 00:30:00,Unemployment Rate s.a.,Australia,3,5.400,5.500,5.500
11/16/2017 00:30:00,Participation Rate,Australia,2,65.100,65.200,65.200
11/16/2017 06:30:00,ILO Unemployment,France,1,9.700,9.500,9.700
11/16/2017 09:20:03,Trade Balance EU,Italy,1,0.469,0.242,
11/16/2017 09:20:26,Global Trade Balance,Italy,1,3.990,2.769,3.420
11/16/2017 09:30:00,Retail Sales ex-Fuel (MoM),United Kingdom,2,0.100,-0.700,0.000
11/16/2017 09:30:00,Retail Sales ex-Fuel (YoY),United Kingdom,2,-0.300,1.600,-0.400
11/16/2017 09:30:00,Retail Sales (MoM),United Kingdom,2,0.300,-0.800,0.100
11/16/2017 09:30:00,Retail Sales (YoY),United Kingdom,2,-0.300,1.200,-0.600
11/16/2017 10:00:00,Consumer Price Index (YoY),European Monetary Union,3,1.400,1.400,1.400
11/16/2017 10:00:00,Consumer Price Index - Core (MoM),European Monetary Union,2,-0.100,0.400,-0.100
11/16/2017 10:00:00,Consumer Price Index - Core (YoY),European Monetary Union,3,0.900,1.100,0.900
11/16/2017 10:00:00,Consumer Price Index (MoM),European Monetary Union,2,0.100,0.400,0.100
11/16/2017 10:56:28,10-y Obligaciones Auction,Spain,1,1.536,1.457,
11/16/2017 10:56:45,5-y Bond Auction,Spain,1,0.363,0.336,
11/16/2017 10:57:00,3-y Bond Auction,Spain,1,-0.022,0.043,
11/16/2017 11:32:43,10-y Bond Auction,United Kingdom,1,1.340,1.320,
11/16/2017 13:30:00,Continuing Jobless Claims,United States,2,1.860,1.901,1.895
11/16/2017 13:30:00,Initial Jobless Claims,United States,2,249.000,239.000,235.000
11/16/2017 13:30:00,Manufacturing Shipments (MoM),Canada,1,0.500,1.600,-0.300
11/16/2017 13:30:00,Foreign portfolio investment in Canadian securities,Canada,1,16.810,9.850,10.680
11/16/2017 13:30:00,Canadian portfolio investment in foreign securities,Canada,1,2.410,12.040,
11/16/2017 13:30:00,Import Price Index (MoM),United States,1,0.200,0.700,0.400
11/16/2017 13:30:00,Import Price Index (YoY),United States,1,2.500,2.700,2.500
11/16/2017 13:30:00,Export Price Index (MoM),United States,1,0.000,0.800,0.400
11/16/2017 13:30:00,Export Price Index (YoY),United States,1,2.700,2.900,
11/16/2017 13:30:00,Philadelphia Fed Manufacturing Survey,United States,2,22.700,27.900,25.000
11/16/2017 14:00:00,BOE's Governor Carney speech,United Kingdom,3,,,
11/16/2017 14:00:00,MPC Member Cunliffe Speech,United Kingdom,2,,,
11/16/2017 14:00:00,MPC Member Broadbent Speech,United Kingdom,2,,,
11/16/2017 14:10:00,FOMC Member Mester speech,United States,2,,,
11/16/2017 14:15:00,Industrial Production (MoM),United States,2,0.900,0.300,0.500
11/16/2017 14:15:00,Capacity Utilization,United States,2,77.000,76.000,76.300
11/16/2017 14:30:00,FOMC Member Brainard Speech,United States,2,,,
11/16/2017 15:00:00,NAHB Housing Market Index,United States,2,70.000,68.000,68.000
11/16/2017 15:30:00,EIA Natural Gas Storage change,United States,1,-18.000,15.000,-15.000
11/16/2017 15:30:00,BoC Review,Canada,2,,,
11/16/2017 17:30:00,FOMC Member Kaplan Speech,United States,2,,,
11/16/2017 20:00:00,ECB Vice President Vitor Constancio speech,European Monetary Union,2,,,
11/16/2017 21:30:00,Business NZ PMI,New Zealand,2,57.200,57.500,
11/16/2017 21:45:00,Producer Price Index - Input (QoQ),New Zealand,1,1.000,1.400,1.200
11/16/2017 21:45:00,Producer Price Index - Output (QoQ),New Zealand,1,1.000,1.300,1.400
11/16/2017 21:45:00,FOMC Member Williams speech,United States,2,,,
11/17/2017 00:30:00,New Motor Vehicle Sales (YoY),Australia,1,1.000,-0.800,
11/17/2017 00:30:00,New Motor Vehicle Sales (MoM),Australia,1,0.000,-0.500,
11/17/2017 08:30:00,ECB President Draghi's Speech,European Monetary Union,3,,,
11/17/2017 09:00:00,Current Account n.s.a,European Monetary Union,1,41.800,29.600,
11/17/2017 09:00:00,Current Account s.a,European Monetary Union,1,37.800,33.300,30.200
11/17/2017 10:00:00,Construction Output w.d.a (YoY),European Monetary Union,1,3.100,1.600,
11/17/2017 10:00:00,Construction Output  s.a (MoM),European Monetary Union,1,0.100,-0.200,
11/17/2017 13:00:00,German Buba President Weidmann speech,Germany,2,,,
11/17/2017 13:30:00,Housing Starts (MoM),United States,2,1.290,1.127,1.185
11/17/2017 13:30:00,Building Permits (MoM),United States,2,1.297,1.215,1.247
11/17/2017 13:30:00,Building Permits Change,United States,2,5.900,-4.500,2.000
11/17/2017 13:30:00,Housing Starts Change,United States,2,13.700,-4.700,5.600
11/17/2017 13:30:00,Bank of Canada Consumer Price Index Core (YoY),Canada,2,0.900,0.800,
11/17/2017 13:30:00,Bank of Canada Consumer Price Index Core (MoM),Canada,2,0.300,0.200,0.300
11/17/2017 13:30:00,Consumer Price Index (YoY),Canada,2,1.400,1.600,1.400
11/17/2017 13:30:00,Consumer Price Index - Core (MoM),Canada,2,0.200,0.100,
11/17/2017 13:30:00,Consumer Price Index (MoM),Canada,2,0.100,0.200,0.100
11/17/2017 16:00:00,Kansas Fed manufacturing activity,United States,1,15.000,20.000,
11/17/2017 18:00:00,Baker Hughes US Oil Rig Count,United States,2,738.000,738.000,
11/17/2017 20:30:00,CFTC JPY NC net positions,Japan,1,-136.000,-128.000,
11/17/2017 20:30:00,CFTC Oil NC net positions,United States,1,596.500,545.200,
11/17/2017 20:30:00,CFTC Gold NC net positions,United States,1,195.100,195.800,
11/17/2017 20:30:00,CFTC GBP NC net positions,United Kingdom,1,-4.500,-9.000,
11/17/2017 20:30:00,CFTC USD NC net positions,United States,1,152.600,147.100,
11/17/2017 20:30:00,CFTC AUD NC net positions,Australia,1,44.000,45.000,
11/17/2017 20:30:00,CFTC EUR NC net positions,European Monetary Union,1,84.600,85.000,
11/18/2017 01:30:00,"House Price Index ",China,1,5.400,6.300,
11/19/2017 21:45:00,Food Price Index (MoM),New Zealand,1,-1.100,-0.200,
11/19/2017 23:50:00,Merchandise Trade Balance Total,Japan,2,285.400,670.200,330.000
11/19/2017 23:50:00,Adjusted Merchandise Trade Balance,Japan,2,322.900,240.300,
11/19/2017 23:50:00,Exports (YoY),Japan,2,14.000,14.100,15.800
11/19/2017 23:50:00,Imports (YoY),Japan,2,18.900,12.000,20.200
11/20/2017 07:00:00,Producer Price Index (MoM),Germany,2,0.300,0.300,0.300
11/20/2017 07:00:00,Producer Price Index (YoY),Germany,2,2.700,3.100,2.700
11/20/2017 10:00:00,German Buba Monthly Report,Germany,1,,,
11/20/2017 10:30:00,ECB President Draghi's Speech,European Monetary Union,3,,,
11/20/2017 12:15:00,ECB's Lautenschläger Speech,European Monetary Union,2,,,
11/20/2017 14:00:00,ECB President Draghi's Speech,European Monetary Union,3,,,
11/20/2017 14:15:00,ECB Vice President Vitor Constancio speech,European Monetary Union,2,,,
11/20/2017 16:00:00,ECB President Draghi's Speech,European Monetary Union,3,,,
11/20/2017 16:30:00,3-Month Bill Auction,United States,1,1.285,1.240,
11/20/2017 16:30:00,6-Month Bill Auction,United States,1,1.415,1.360,
11/20/2017 18:30:00,BOE Ramsden Speech,United Kingdom,2,,,
11/21/2017 00:30:00,RBA Meeting's Minutes,Australia,3,,,
11/21/2017 04:30:00,All Industry Activity Index (MoM),Japan,2,-0.500,0.100,-0.400
11/21/2017 07:00:00,Trade Balance,Switzerland,1,2333.000,2918.000,3210.000
11/21/2017 07:00:00,Imports (MoM),Switzerland,1,16999.000,15326.000,
11/21/2017 07:00:00,Exports (MoM),Switzerland,1,19333.000,18243.000,
11/21/2017 09:05:00,RBA's Governor Philip Lowe Speech,Australia,3,,,
11/21/2017 09:30:00,Public Sector Net Borrowing,United Kingdom,2,7.464,5.326,6.600
11/21/2017 10:00:00,Inflation Report Hearings,United Kingdom,2,,,
11/21/2017 10:55:27,9-Month Letras Auction,Spain,1,-0.406,-0.329,
11/21/2017 10:55:29,3-Month Letras Auction,Spain,1,-0.465,-0.431,
11/21/2017 11:00:00,CBI Industrial Trends Survey - Orders (MoM),United Kingdom,1,17.000,-2.000,3.000
11/21/2017 13:30:00,"Chicago Fed National Activity Index ",United States,2,0.650,0.170,0.200
11/21/2017 13:30:00,Wholesale Sales (MoM),Canada,1,-1.200,0.500,0.300
11/21/2017 13:55:00,Redbook index (MoM),United States,1,-0.700,-1.200,
11/21/2017 13:55:00,Redbook index (YoY),United States,1,4.100,2.300,
11/21/2017 14:17:23,GDT Price Index,New Zealand,1,-3.400,-3.500,
11/21/2017 15:00:00,Existing Home Sales (MoM),United States,1,5.480,5.390,5.430
11/21/2017 15:00:00,Existing Home Sales Change (MoM),United States,1,2.000,0.700,0.700
11/21/2017 15:00:00,ECB Cœuré Speech,European Monetary Union,2,,,
11/21/2017 16:30:00,4-Week Bill Auction,United States,1,1.130,1.045,
11/21/2017 18:00:00,FOMC Member Powell Speech,United States,2,,,
11/21/2017 21:35:00,API Weekly Crude Oil Stock,United States,1,-6.356,6.513,
11/21/2017 21:45:00,Visitor Arrivals (YoY),New Zealand,1,3.900,3.100,
11/21/2017 23:00:00,Fed's Yellen Speech,United States,2,,,
11/21/2017 23:30:00,Westpac Leading Index (MoM),Australia,1,0.100,0.100,
11/22/2017 00:30:00,Construction Work Done,Australia,1,15.700,9.300,-2.100
11/22/2017 08:00:00,Non-monetary policy's ECB meeting,European Monetary Union,2,,,
11/22/2017 10:35:00,30-y Bond Auction,Germany,1,1.200,1.220,
11/22/2017 12:00:00,MBA Mortgage Applications,United States,1,0.100,3.100,
11/22/2017 12:30:00,Autumn Forecast Statement,United Kingdom,2,,,
11/22/2017 13:30:00,Continuing Jobless Claims,United States,2,1.904,1.860,1.882
11/22/2017 13:30:00,Initial Jobless Claims,United States,2,239.000,249.000,240.000
11/22/2017 13:30:00,Durable Goods Orders ex Transportation,United States,2,0.400,0.700,0.500
11/22/2017 13:30:00,Durable Goods Orders,United States,2,-1.200,2.200,0.300
11/22/2017 15:00:00,Michigan Consumer Sentiment Index,United States,1,98.500,97.800,98.000
11/22/2017 15:00:00,Consumer Confidence,European Monetary Union,2,0.100,-1.000,-0.800
11/22/2017 15:30:00,EIA Crude Oil Stocks change,United States,2,-1.855,1.854,-2.167
11/22/2017 17:00:00,EIA Natural Gas Storage change,United States,1,-46.000,-18.000,-51.000
11/22/2017 18:00:00,Baker Hughes US Oil Rig Count,United States,2,747.000,738.000,
11/22/2017 19:00:00,FOMC Minutes,United States,3,,,
11/22/2017 21:45:00,Retail Sales ex Autos (QoQ),New Zealand,1,0.500,2.100,0.900
11/22/2017 21:45:00,Retail Sales (QoQ),New Zealand,2,0.200,2.000,0.400
11/23/2017 00:00:00,Thanksgiving day,United States,0,,,
11/23/2017 00:00:00,Labor Thanksgiving Day,Japan,0,,,
11/23/2017 07:00:00,Gross Domestic Product w.d.a (YoY),Germany,2,2.800,2.800,
11/23/2017 07:00:00,Gross Domestic Product (QoQ),Germany,2,0.800,0.800,0.800
11/23/2017 07:00:00,Gross Domestic Product (YoY),Germany,2,2.300,2.300,2.600
11/23/2017 07:45:00,Business Climate,France,1,112.000,111.000,111.000
11/23/2017 08:00:00,Markit Services PMI,France,1,60.200,57.300,57.000
11/23/2017 08:00:00,Markit Manufacturing PMI,France,1,57.500,56.100,55.900
11/23/2017 08:00:00,Markit PMI Composite,France,1,60.100,57.400,57.200
11/23/2017 08:30:00,Markit Services PMI,Germany,2,54.900,54.700,55.000
11/23/2017 08:30:00,Markit Manufacturing PMI,Germany,2,62.500,60.600,60.400
11/23/2017 08:30:00,Markit PMI Composite,Germany,2,57.600,56.600,56.700
11/23/2017 08:35:00,ECB's Praet Speech,European Monetary Union,2,,,
11/23/2017 09:00:00,Trade Balance non-EU,Italy,1,4.550,3.540,
11/23/2017 09:00:00,Markit Services PMI,European Monetary Union,2,56.200,55.000,55.100
